sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRCury2_47_S178_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	114004	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRNeasy1_16_S153_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	154172	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRNeasy2_17_S108_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	412955	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRNeasy3_18_Idx2_S193_L001_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	22514	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRNeasy3_18_S155_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	74604	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_DFPExoRNeasy1_177_fastq	EXR-LLAUR1AVB5CS-AN	447592	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_DFPmiRNeasy1_181_S169_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	663790	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_DMPExiqon1_180_fastq	EXR-LLAUR1AVB5CS-AN	124074	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_DMPExoRNeasy1_178_fastq	EXR-LLAUR1AVB5CS-AN	682136	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPExiqon1_123_fastq	EXR-LLAUR1AVB5CS-AN	1473737	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPExoRNeasy1_121_fastq	EXR-LLAUR1AVB5CS-AN	2404322	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPME1_131_fastq	EXR-LLAUR1AVB5CS-AN	214810	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPNor1_133_fastq	EXR-LLAUR1AVB5CS-AN	1976007	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPNor2_134_fastq	EXR-LLAUR1AVB5CS-AN	2466586	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPNor3_135_S170_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	32324	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GFPNor_Ami1_139_fastq	EXR-LLAUR1AVB5CS-AN	453516	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPNor_Ami2_140_fastq	EXR-LLAUR1AVB5CS-AN	323426	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPNor_Ami3_141_fastq	EXR-LLAUR1AVB5CS-AN	473516	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPUltra1_129_S166_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	380072	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFPmiRNeasy1_125_S164_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	296988	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSME1_107_S148_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	187538	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSNor1_109_S59_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	846095	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSNor2_110_S60_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	763810	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSNor3_111_S106_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	19583	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GFSNor_Ami1_115_S65_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	253809	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSNor_Ami2_116_S66_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	361927	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSNor_Ami3_117_S112_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	163467	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GFSUltra1_105_S146_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	794523	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPExiqon1_124_fastq	EXR-LLAUR1AVB5CS-AN	3406310	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPExoRNeasy1_122_fastq	EXR-LLAUR1AVB5CS-AN	3849527	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPME1_132_S168_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	662577	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPMillipore1_128_S165_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	73468	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMPNor1_136_S171_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	26218	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMPNor2_137_fastq	EXR-LLAUR1AVB5CS-AN	2219073	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPNor3_138_S173_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	2505548	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPNor_Ami1_142_fastq	EXR-LLAUR1AVB5CS-AN	496750	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPNor_Ami3_144_fastq	EXR-LLAUR1AVB5CS-AN	413884	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPUltra1_130_S167_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	277833	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMPmiRNeasy1_126_S121_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	26252	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMSExoRNeasy1_98_S140_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	351603	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMSME1_108_S149_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	390470	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMSMillipore1_104_S145_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	92769	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMSNor1_112_S62_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1060488	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMSNor2_113_S99_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	3	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMSNor3_114_S100_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	4	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMSNor_Ami1_118_S68_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	76	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_GMSNor_Ami2_119_S69_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	373161	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMSNor_Ami3_120_S70_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	554457	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_GMSUltra1_106_S147_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	886823	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickFP1_Idx14_S94_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	1933	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickFP2_Idx16_S96_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	24549	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickFP3_Idx17_S97_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	12866	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickMP1_Idx2_S82_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	176	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickMP2_Idx4_S84_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	9678	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoQuickMP3_Idx6_S86_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	9731	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyFP1_Idx22_S102_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	108555	Urine	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyFP2_Idx24_S104_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	124620	Urine	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyFP3_Idx26_S106_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	47191	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyMP1_Idx25_S105_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	84704	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyMP2_Idx27_S107_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	63085	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUExoRNeasyMP3_Idx29_S109_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	91233	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewFP1_Idx45_S149_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	64714	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewFP2_Idx47_S151_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	85097	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewFP3_Idx34_S138_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	95641	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewMP1_Idx33_S137_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	121	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewMP2_Idx35_S139_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	12	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUHomebrewMP3_Idx37_S141_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	296	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeFP1_Idx19_S131_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	592	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeFP2_Idx20_S132_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	3772	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeFP3_Idx21_S133_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	237	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeMP1_Idx42_S122_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	29334	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeMP2_Idx44_S124_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	56196	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUMilliporeMP3_Idx46_S126_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	8576	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeFP1_Idx45_S125_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	46913	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeFP2_Idx47_S127_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	129382	Urine	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeFP3_Idx34_S114_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	86502	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeMP1_Idx33_S113_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	13457	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeMP2_Idx35_S115_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	80351	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUUltracentrifugeMP3_Idx37_S117_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	67073	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyFP1_Idx5_S85_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	55	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyFP2_Idx7_S87_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	4	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyFP3_Idx9_S89_L003_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	18071	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyMP1_Idx42_S146_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	4092	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyMP2_Idx44_S148_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	4983	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_LUmiRNeasyMP3_Idx46_S150_L004_R1_001_fastq	EXR-LLAUR1AVB5CS-AN	9397	Urine	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_SFPExiqon1_163_fastq	EXR-LLAUR1AVB5CS-AN	5654938	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPExoQuick1_171_S162_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1168261	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPExoQuick2_172_S163_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	2008650	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPExoQuick3_173_fastq	EXR-LLAUR1AVB5CS-AN	2592707	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPExoRNeasy1_161_fastq	EXR-LLAUR1AVB5CS-AN	1874309	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPNor1_167_fastq	EXR-LLAUR1AVB5CS-AN	7898207	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFPNor_Ami2_169_S160_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	2009757	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSExiqon1_147_S50_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1251339	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSExoQuick1_155_S57_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	640101	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSExoQuick2_156_S58_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	837748	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSExoQuick3_157_S12_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	585824	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSExoRNeasy1_145_S48_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	589417	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSNor1_151_S53_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	2126363	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSNor_Ami2_153_S55_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1523542	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SFSmiRNeasy2_149_S142_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	228634	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPExiqon1_164_fastq	EXR-LLAUR1AVB5CS-AN	3532754	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPExoQuick2_175_fastq	EXR-LLAUR1AVB5CS-AN	2633060	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPExoQuick3_176_S123_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	488692	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPExoRNeasy1_162_fastq	EXR-LLAUR1AVB5CS-AN	1401241	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPNor1_168_fastq	EXR-LLAUR1AVB5CS-AN	4514466	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMPNor_Ami2_170_S161_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1374249	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSExoQuick1_158_S13_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1264707	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSExoQuick2_159_S14_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	512312	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSExoQuick3_160_S15_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1129872	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSNor1_152_S54_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	7211466	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSNor_Ami2_154_S56_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1347341	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_SMSmiRNeasy2_150_S52_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	768111	Serum	NA	NA	False
