miRNA	biofluid	logFC	AveExpr	t	P.Value	adj.P.Val	B	AUC	n_target	n_rest
hsa-miR-582-3p	Urine	2.18409779336648	2.94418213492269	11.3619775470897	1.88458275462277e-26	5.94668858842107e-26	48.8608745031733	0.789534756431308	203	225
hsa-miR-505-5p	Urine	0.688218041327331	2.49152977278866	5.03475014202284	6.95450349894134e-07	9.62566507012563e-07	4.46841782897716	0.625331143951834	203	225
hsa-miR-382-5p	Urine	-1.13591306212654	3.27333656737982	-7.06462961748392	6.22135402846653e-12	1.07636494412958e-11	15.7993591001717	0.294099616858238	203	225
hsa-miR-193a-5p	Urine	-0.202277347410486	3.49658200323783	-1.31823158604854	0.188102094383329	0.20456102764187	-7.00789379844146	0.446677613574165	203	225
hsa-miR-1306-3p	Urine	-0.00726666418943035	2.76239268583262	-0.0555167764101827	0.955751602210558	0.958900701394118	-7.86796926906802	0.465353037766831	203	225
hsa-miR-483-5p	Urine	0.0446402125444673	2.6587557388074	0.279700078048857	0.779837164015728	0.794181994791937	-7.82949297049778	0.512183908045977	203	225
hsa-miR-143-5p	Urine	0.43545898603301	2.41309613255613	3.25222557667349	0.00123185950622848	0.0015155604834205	-2.63649687049565	0.577712096332786	203	225
hsa-miR-193b-5p	Urine	2.817976709122	3.55803751727369	13.816657899432	2.11334962054162e-36	9.12787176531806e-36	71.6385333554199	0.808341543513957	203	225
hsa-miR-1185-1-3p	Urine	-0.104819237300126	2.68814339317443	-0.698966199805659	0.484937139066963	0.49970679812484	-7.62434377920451	0.452172961138478	203	225
hsa-miR-1303	Urine	2.28261560900425	2.16055717635763	14.4484450708215	4.2943513003581e-39	1.96636085858502e-38	77.8046944744222	0.840853858784893	203	225
hsa-miR-379-3p	Urine	0.85581307199267	2.17260683057647	5.84682475184357	9.68725802930367e-09	1.48229651754923e-08	8.61490278542644	0.650946907498632	203	225
hsa-miR-7-1-3p	Urine	0.193123472058182	2.73634564547389	1.25845598087681	0.208884643691408	0.22555097164551	-7.07847832282208	0.518248494800219	203	225
hsa-miR-6813-5p	Urine	0.326121160639216	2.44269648775902	2.3972720991272	0.0169277233956303	0.0196361591389312	-5.00997817373398	0.546338259441708	203	225
hsa-miR-33a-5p	Urine	-1.28320498090481	3.51187442290081	-9.11921624109359	2.59578434537362e-18	6.24835045981239e-18	30.2800303261235	0.245407772304324	203	225
hsa-miR-3065-3p	Urine	2.0415665549898	3.17565778767681	13.279794161622	3.76100626864773e-34	1.51685617060031e-33	66.4819189225123	0.820207991242474	203	225
hsa-miR-5588-5p	Urine	2.22584564306907	1.99121544722804	15.0294807225664	1.31795535104431e-41	6.42107847028789e-41	83.5659446536479	0.854690749863164	203	225
hsa-miR-378c	Urine	1.60705944322802	2.81105872310228	9.32471292570047	5.18847532976979e-19	1.30032159499169e-18	31.8774490368608	0.750366721401204	203	225
hsa-miR-27a-5p	Urine	0.612098181274455	2.78175633646063	3.9990596142521	7.44148040370954e-05	9.64225865076406e-05	-0.0079038670787579	0.624039408866995	203	225
hsa-miR-125a-3p	Urine	1.4454279485765	3.56897165450699	10.0811437879739	1.13732516125181e-21	3.14832283273795e-21	37.9403644313119	0.757350848385331	203	225
hsa-miR-6810-5p	Urine	1.16534269913654	2.0938304088407	7.9948415978802	1.12158528752885e-14	2.2033723874357e-14	22.0211415178171	0.717613574165298	203	225
